name,cuisine_type,foursquare_v1,yelp_url,menupages_url,grubhub_url,address_description,address_1,city_town,state_province,postal_code,phone,fax,website_url
Pizza Capri,Pizza,137916,http://www.yelp.com/biz/pizza-capri-chicago-3,http://chicago.menupages.com/restaurants/pizza-capri-3/,,,1501 E 53rd St,Chicago,IL,60615,(773) 324-7777
Pockets,Sandwiches,224211,http://www.yelp.com/biz/pockets-chicago-7,http://chicago.menupages.com/restaurants/pockets-7/,,,1309 E 53rd St,Chicago,IL,60615,(773) 667-1313,,http://www.pocketsonline.com/
Potbelly,Sandwiches,388581,http://www.yelp.com/biz/potbelly-chicago,http://chicago.menupages.com/restaurants/potbelly-sandwich-works-22/,,,5428 S Lake Park Ave,Chicago,IL,60615,(773) 493-0129,,http://www.potbelly.com
Quartino,Italian,50403,http://www.yelp.com/biz/quartino-chicago,http://chicago.menupages.com/restaurants/quartino/,,,626 N State St,Chicago,IL,60614,(312) 698-5000,,http://www.quartinochicago.com/
Rajun Cajun,Soul Food,70919,http://www.yelp.com/biz/rajun-cajun-chicago,http://chicago.menupages.com/restaurants/rajun-cajun/,,,1459 E 53rd St,Chicago,IL,60615,(773) 955-1145,,http://RajunRestaurant.com
Reza's Restaurant,Middle Eastern,485363,http://www.yelp.com/biz/rezas-restaurant-chicago-2,http://chicago.menupages.com/restaurants/rezas/,,,432 W Ontario St,Chicago,IL,60610,(312) 664-4500,,http://www.rezasrestaurant.com
Reza's Restaurant,Middle Eastern,237848,http://www.yelp.com/biz/rezas-restaurant-chicago-3,http://chicago.menupages.com/restaurants/rezas-2/,,,5255 N Clark St,Chicago,IL,60640,(773) 561-1898,,http://www.rezasrestaurant.com
Ribs 'N Bibs,Barbeque,433360,http://www.yelp.com/biz/ribs-n-bibs-chicago,http://chicago.menupages.com/restaurants/ribs-n-bibs/,,,5300 S Dorchester Ave,Chicago,IL,60615,(773) 493-0400
Rosebud On Rush,Italian,20234,http://www.yelp.com/biz/rosebud-on-rush-chicago,http://chicago.menupages.com/restaurants/rosebud-on-rush/,,,720 N Rush St,Chicago,IL,60611,(312) 266-6444,,http://www.rosebudrestaurants.com/rest3php
Rosebud Prime,Steakhouses,401411,http://www.yelp.com/biz/rosebud-prime-chicago,http://chicago.menupages.com/restaurants/rosebud-prime/,,,1 S Dearborn,Chicago,IL,60605,(312) 384-1900
Rosebud Steakhouse,Steakhouses,138942,http://www.yelp.com/biz/rosebud-steakhouse-chicago,http://chicago.menupages.com/restaurants/rosebud-steakhouse/,,,192 E Walton Pl,Chicago,IL,60611,(312) 397-1000,,http://www.rosebudrestaurants.com
Rosebud Theater District,Italian,423212,http://www.yelp.com/biz/rosebud-theater-district-chicago-2,http://chicago.menupages.com/restaurants/rosebud-express/,,,70 W Madison St,Chicago,IL,60602,(312) 332-9500,,http://rosebudrestaurants.com/rest6php
Rosebud Trattoria,Italian,67176,http://www.yelp.com/biz/rosebud-trattoria-chicago,http://chicago.menupages.com/restaurants/rosebud-trattoria/,,,445 N Dearborn,Chicago,IL,60654,(312) 832-7700,,http://rosebudrestaurants.com/rest9php
Sabatino's Restaurant & Lounge,Italian,65461,http://www.yelp.com/biz/sabatinos-restaurant-and-lounge-chicago,http://chicago.menupages.com/restaurants/sabatinos/,,,4441 W Irving Park Rd,Chicago,IL,60641,(773) 283-8331,,http://www.sabatinoschicago.com
Salonica Restaurant,Diners,72784,http://www.yelp.com/biz/salonica-restaurant-chicago,http://chicago.menupages.com/restaurants/salonica/,,,1440 E 57th St,Chicago,IL,60637,(773) 752-3899
Salpicón,Mexican,7647,http://www.yelp.com/biz/salpicon-chicago,http://chicago.menupages.com/restaurants/salpicon/,,,1252 N Wells St,Chicago,IL,60610,(312) 988-7811,,http://www.salpicon.com
Sammy's Touch,Diners,71603,http://www.yelp.com/biz/sammys-touch-chicago-2,http://chicago.menupages.com/restaurants/sammys-touch/,,,5659 S Cottage Grove Ave,Chicago,IL,60637,(773) 288-2645
Santorini,Greek,2937772,http://www.yelp.com/biz/santorini-chicago,http://chicago.menupages.com/restaurants/santorini/,,,800 W Adams St,Chicago,IL,60607,(312) 829-8820,,http://www.santorinichicago.com
Seoul Corea,Korean,1281277,http://www.yelp.com/biz/seoul-corea-chicago,http://chicago.menupages.com/restaurants/seoul-corea/,,,1603 E 55th St,Chicago,IL,60615,(773) 288-1795
Sepia,American (New),45050,http://www.yelp.com/biz/sepia-chicago,http://chicago.menupages.com/restaurants/sepia/,,,123 N Jefferson St,Chicago,IL,60661,(312) 441-1920,,http://www.sepiachicago.com
Seven Ten Lanes,Lounges,477795,http://www.yelp.com/biz/seven-ten-lanes-chicago,http://chicago.menupages.com/restaurants/seven-ten-lanes/,,,1055 E 55th St,Chicago,IL,60615,(773) 347-2695
Shaw's Crab House,Seafood,177230,http://www.yelp.com/biz/shaws-crab-house-chicago,http://chicago.menupages.com/restaurants/shaws-crab-house/,,,21 E Hubbard St,Chicago,IL,60611,(312) 527-2722,,http://www.shawscrabhouse.com
Shinju Sushi,Japanese,149416,http://www.yelp.com/biz/shinju-sushi-chicago,http://chicago.menupages.com/restaurants/shinju-sushi/,,,1375 E 53rd St,Chicago,IL,60615,(773) 966-6669,(773) 966-6466,http://www.shinjusushi.com/
Siam Restaurant,Thai,1330065,http://www.yelp.com/biz/siam-restaurant-chicago-2,http://chicago.menupages.com/restaurants/siam/,,,1639 E 55th St,Chicago,IL,60615,(773) 324-9296
Silver Spoon Restaurant,Thai,71618,http://www.yelp.com/biz/silver-spoon-restaurant-chicago,http://chicago.menupages.com/restaurants/silver-spoon/,,,710 N Rush St,Chicago,IL,60611,(312) 944-7100,,http://www.silverspoonchicago.com/
Smoque BBQ,Barbeque,49273,http://www.yelp.com/biz/smoque-bbq-chicago,http://chicago.menupages.com/restaurants/smoque-bbq/,,,3800 N Pulaski Rd,Chicago,IL,60641,(773) 545-7427,,http://www.smoquebbq.com
Spiaggia,Italian,54007,http://www.yelp.com/biz/spiaggia-chicago-2,http://chicago.menupages.com/restaurants/spiaggia/,,,980 N Michigan Ave Fl 2,Chicago,IL,60611,(312) 280-2750,,http://www.spiaggiarestaurant.com
Szalas Restaurant,Polish,2673802,http://www.yelp.com/biz/szalas-restaurant-chicago,http://chicago.menupages.com/restaurants/szalas/,,,5214 S Archer Ave,Chicago,IL,60632,(773) 582-0300,,http://www.szalasrestaurant.com
Table Fifty-Two,American (New),792311,http://www.yelp.com/biz/table-fifty-two-chicago,http://chicago.menupages.com/restaurants/table-fifty-two-52/,,,52 W Elm St,Chicago,IL,60610,(312) 573-4000,,http://www.tablefifty-two.com
Thai 55 Restaurant,Thai,197992,http://www.yelp.com/biz/thai-55th-restaurant-chicago-2,http://chicago.menupages.com/restaurants/thai-55/,,,1607 East 55th St,Chicago,IL,60615,(773) 363-7119,,http://thai55restaurant.com
The Big Easy,Cajun/Creole,793300,http://www.yelp.com/biz/the-big-easy-chicago,http://chicago.menupages.com/restaurants/the-big-easy/,,,1660 E 55th St,Chicago,IL,60637,(773) 330-0440
The Bongo Room,American (New),18261,http://www.yelp.com/biz/the-bongo-room-chicago,http://chicago.menupages.com/restaurants/bongo-room/,,,1470 N Milwaukee Ave,Chicago,IL,60622,(773) 489-0690,,http://thebongoroom.com
The Bristol,American (New),47261,http://www.yelp.com/biz/the-bristol-chicago,http://chicago.menupages.com/restaurants/the-bristol/,,,2152 N Damen Ave,Chicago,IL,60647,(773) 862-5555,,http://thebristolchicago.com
The Gage,Gastropubs,46462,http://www.yelp.com/biz/the-gage-chicago,http://chicago.menupages.com/restaurants/the-gage/,,,24 S Michigan Ave,Chicago,IL,60603,(312) 372-4243,,http://www.thegagechicago.com
The Italian Village Restaurants,Nightlife,116778,http://www.yelp.com/biz/the-italian-village-restaurants-chicago,http://chicago.menupages.com/restaurants/the-village/,,,71 W Monroe St,Chicago,IL,60603,(312) 332-7005,,http://www.italianvillage-chicago.com/
The Nile Restaurant,Middle Eastern,579703,http://www.yelp.com/biz/the-nile-restaurant-chicago,http://chicago.menupages.com/restaurants/the-nile/,,,1611 E 55th St,Chicago,IL,60615,(773) 324-9499
The Original Pancake House,Breakfast & Brunch,209362,http://www.yelp.com/biz/the-original-pancake-house-chicago,http://chicago.menupages.com/restaurants/original-pancake-house-2/,,,1517 E Hyde Park Blvd,Chicago,IL,60615,(773) 288-2322,,http://www.originalpancakehouse.com
The Publican,Pubs,50924,http://www.yelp.com/biz/the-publican-chicago,http://chicago.menupages.com/restaurants/the-publican/,,,837 W Fulton Market,Chicago,IL,60607,(312) 733-9555,,http://thepublicanrestaurant.com/
The Purple Pig,Modern European,460686,http://www.yelp.com/biz/the-purple-pig-chicago,http://chicago.menupages.com/restaurants/the-purple-pig/,,,500 N Michigan Ave,Chicago,IL,60611,(312) 464-1744,,http://thepurplepigchicago.com/
The Rosebud,Italian,712475,http://www.yelp.com/biz/the-rosebud-chicago,http://chicago.menupages.com/restaurants/the-rosebud/,,,1500 W Taylor St,Chicago,IL,60607,(312) 942-1117,,http://rosebudrestaurants.com
The Sit Down Cafe & Sushi Bar,Sushi Bars,88301,http://www.yelp.com/biz/the-sit-down-cafe-and-sushi-bar-chicago,http://chicago.menupages.com/restaurants/the-sit-down-cafe-sushi-bar/,,,1312 E 53rd St,Chicago,IL,60615,(773) 324-3700,,http://www.thesitdown53.com
The Snail Thai Cuisine,Thai,785201,http://www.yelp.com/biz/the-snail-thai-cuisine-chicago,http://chicago.menupages.com/restaurants/the-snail/,,,1649 E 55th St,Chicago,IL,60615,(773) 667-5423,,http://www.snailthai.com/mainhtml
Topolobampo,Mexican,7612,http://www.yelp.com/biz/topolobampo-chicago,http://chicago.menupages.com/restaurants/topolobampo/,,,445 N Clark St,Chicago,IL,60654,(312) 661-1434,,http://www.rickbayless.com/restaurants/topolobampohtml
Tru,American (New),87373,http://www.yelp.com/biz/tru-chicago,http://chicago.menupages.com/restaurants/tru/,,,676 N St Clair St,Chicago,IL,60611,(312) 202-0001,,http://www.TRUrestaurant.com
Twin Anchors Restaurant & Tavern,American (Traditional),43668,http://www.yelp.com/biz/twin-anchors-restaurant-and-tavern-chicago,http://chicago.menupages.com/restaurants/twin-anchors-restaurant/,,,1655 N Sedgwick St,Chicago,IL,60614,(312) 266-1616,,http://www.twinanchorsribs.com/
Urban Belly,Asian Fusion,72576,http://www.yelp.com/biz/urban-belly-chicago,http://chicago.menupages.com/restaurants/urban-belly/,,,3053 N California Ave,Chicago,IL,60618,(773) 583-0500,,http://www.urbanbellychicago.com
Valois,Breakfast & Brunch,74550,http://www.yelp.com/biz/valois-chicago,http://chicago.menupages.com/restaurants/valois-restaurant/,,,1518 E 53rd St,Chicago,IL,60615,(773) 667-0647,,http://www.valoisrestaurant.com/
Veerasway,Indian,265415,http://www.yelp.com/biz/veerasway-chicago,,,,844 W Randolph St,Chicago,IL,60607,(312) 491-0844,,http://www.veerasway.com
Vivere,Italian,7488,http://www.yelp.com/biz/vivere-chicago,http://chicago.menupages.com/restaurants/vivere/,,,71 W Monroe St,Chicago,IL,60603,(312) 332-4040,,http://vivere-chicago.com/
Webster's Wine Bar,Wine Bars,7829,http://www.yelp.com/biz/websters-wine-bar-chicago,http://chicago.menupages.com/restaurants/websters-wine-bar/,,,1480 W Webster Ave,Chicago,IL,60614,(773) 868-0608,,http://www.websterwinebar.com/
West Town Tavern,American (New),79077,http://www.yelp.com/biz/west-town-tavern-chicago,http://chicago.menupages.com/restaurants/west-town-tavern/,,,1329 W Chicago Ave,Chicago,IL,60642,(312) 666-6175,,http://www.westtowntavern.com/
Wildfire,American (Traditional),23651,http://www.yelp.com/biz/wildfire-chicago,http://chicago.menupages.com/restaurants/wildfire/,,,159 W Erie St,Chicago,IL,60654,(312) 787-9000,,http://www.wildfirerestaurant.com/chicago
Wishbone,Breakfast & Brunch,50923,http://www.yelp.com/biz/wishbone-chicago,http://chicago.menupages.com/restaurants/wishbone/,,,1001 W Washington Blvd,Chicago,IL,60607,(312) 850-2663,,http://www.wishbonechicago.com
Wishbone,Southern,45722,http://www.yelp.com/biz/wishbone-chicago-2,http://chicago.menupages.com/restaurants/wishbone-2/,,,3300 N Lincoln Ave,Chicago,IL,60657,(773) 549-2663,,http://www.wishbonechicago.com
Wok N Roll,Chinese,495247,http://www.yelp.com/biz/wok-n-roll-chicago,http://chicago.menupages.com/restaurants/wok-n-roll/,,,1408 E 53rd St,Chicago,IL,60615,(773) 643-3500
XOCO,Mexican,109717,http://www.yelp.com/biz/xoco-chicago,http://chicago.menupages.com/restaurants/xoco/,,,449 N Clark St,Chicago,IL,60654,(312) 334-3688,,http://www.rickbayless.com/restaurants/xocohtml
Zaleski & Horvath MarketCafe,Coffee & Tea,7818891,http://www.yelp.com/biz/zaleski-and-horvath-marketcafe-chicago-3,http://chicago.menupages.com/restaurants/zaleski-horvath-marketcafe-2/,,,1323 E 57th St,Chicago,IL,60637,(773) 538-7372,,http://www.zhmarketcafe.com/indexhtml
mhenry,Breakfast & Brunch,73228,http://www.yelp.com/biz/m-henry-chicago,http://chicago.menupages.com/restaurants/m-henry/,,,5707 N Clark St,Chicago,IL,60660,(773) 561-1600,,http://mhenrynet/
sola,American (New),118624,http://www.yelp.com/biz/sola-chicago,http://chicago.menupages.com/restaurants/sola/,,,3868 N Lincoln Ave,Chicago,IL,60613,(773) 327-3868,,http://www.sola-restaurant.com
Abbey Pub,,9025,http://www.yelp.com/biz/abbey-pub-and-restaurant-chicago,,,,3420 W Grace St,Chicago,IL
Abundance Bakery,,6421531,http://www.yelp.com/biz/abundance-bakery-chicago,,,,105 E 47th St,Chicago,IL
Adobo Grill,,52316,http://www.yelp.com/biz/adobo-grill-chicago-2,,,,1601 N Wells St,Chicago,IL
Alhambra Palace,,225081,http://www.yelp.com/biz/alhambra-palace-restaurant-chicago,,,,1240 W Randolph St,Chicago,IL
Arya Bhavan,,1127475,http://www.yelp.com/biz/arya-bhavan-chicago,,,,2508 W Devon Ave,Chicago,IL
Bacino's Pizza of Lincoln Park,,408981,http://www.yelp.com/biz/bacinos-of-lincoln-park-chicago,,http://www.grubhub.com/chicago/bacinos-of-lincoln-park/,,2204 N Lincoln Ave,Chicago,IL
Banana Leaf Restaurant,,14988810,http://www.yelp.com/biz/the-banana-leaf-chicago,,,,1948 E 79th St,Chicago,IL
Beggars Pizza,,419620,http://www.yelp.com/biz/beggars-pizza-chicago-2,,,,310 S Clinton St,Chicago,IL
Billy Goat Tavern & Grill,,61039,http://www.yelp.com/biz/billy-goat-tavern-and-grill-chicago-3,,,,1535 W Madison Ave,Chicago,IL
BJ's Market and Bakery,,5114837,http://www.yelp.com/biz/bjs-market-and-bakery-chicago-2,,,,1156 W 79th St,Chicago,IL
Bobak Sausage Company,,6677890,http://www.yelp.com/biz/bobak-sausage-company-chicago,,,,5275 S Archer Ave,Chicago,IL
Carbón,,19282320,http://www.yelp.com/biz/carbon-chicago,,http://www.grubhub.com/chicago/carbon-live-fire-mexican-grill/,,300 W 26th St,Chicago,IL
C'est Si Bon!,,5414997,http://www.yelp.com/biz/cest-si-bon-chicago,,,,643 E 47th St,Chicago,IL
Chicago Sweet Connection Bakery,,1609895,http://www.yelp.com/biz/chicago-sweet-connection-chicago,,,,5569 N Northwest Hwy,Chicago,IL
Chicago Joe's,,306878,http://www.yelp.com/biz/chicago-joes-chicago,,http://www.grubhub.com/chicago/chicago-joes/,,2256 W Irving Park Rd,Chicago,IL
Churro Factory,,1077813,http://www.yelp.com/biz/churro-factory-chicago,,,,2214 S Wolcott Ave,Chicago,IL
Connie's Pizza,,1213506,http://www.yelp.com/biz/connies-pizza-chicago,,http://www.grubhub.com/chicago/connies-pizza-archer-ave/,,2373 S Archer Ave,Chicago,IL
Cubby Bear,,7704,http://www.yelp.com/biz/the-cubby-bear-chicago,,,,1059 W Addison St,Chicago,IL
Eli's Cheesecake,,318968,http://www.yelp.com/biz/elis-cheesecake-world-chicago,,,,6701 W Forest Preserve Dr,Chicago,IL
Franco's Ristorante,,3046438,http://www.yelp.com/biz/francos-ristorante-chicago,,,,300 W 31st St,Chicago,IL
The Fudge Pot,,3685017,http://www.yelp.com/biz/the-fudge-pot-chicago,,,,1532 N Wells St,Chicago,IL
Guey Lon,,4801231,http://www.yelp.com/biz/guey-lon-chicago,,,,3968 N Elston Ave,Chicago,IL
Harold's Chicken #71,,15126505,,,http://www.grubhub.com/chicago/harolds-chicken-41-west-loop/,,2109 S Wabash Ave,Chicago,IL
Harry Caray's,,18016,http://www.yelp.com/biz/harry-carays-italian-steakhouse-chicago,,,,33 W Kinzie St,Chicago,IL
Hashbrowns,,61038,http://www.yelp.com/biz/hashbrowns-chicago,,,,731 W Maxwell St,Chicago,IL
Home Run Inn Pizza,,20052865,http://www.yelp.com/biz/home-run-inn-chicago,,,,4254 W 31st St,Chicago,IL
Iyanze,,1987627,http://www.yelp.com/biz/iyanze-restaurant-chicago,,http://www.grubhub.com/chicago/iyanze/,,4623 N Broadway St,Chicago,IL
JR Dessert Bakery,,4970110,http://www.yelp.com/biz/jrs-dessert-bakery-chicago,,,,2841 W Howard St,Chicago,IL
Kasia's Deli,,79079,http://www.yelp.com/biz/kasias-polish-delicatessen-chicago,,,,2101 W Chicago Ave,Chicago,IL
La Justicia,,4435193,http://www.yelp.com/biz/la-justicia-restaurant-chicago,,,,3901 W 26th St,Chicago,IL
Lagniappe-Creole Cajun Joynt,,63005,http://www.yelp.com/biz/lagniappe-creole-cajun-joynt-chicago,,,,1525 W 79th St,Chicago,IL
Loving Hut,,1211418,http://www.yelp.com/biz/the-loving-hut-chicago,,,,5812 N Broadway St,Chicago,IL
The Noodle Vietnamese Cuisine,,1120526,,,,,2336 S Wentworth Ave,Chicago,IL
Oak Street Beach Café,,3938952,http://www.yelp.com/biz/oak-street-beach-cafe-chicago,,,,5700 S Cicero Ave,Chicago,IL
O'Brien's,,85504,http://www.yelp.com/biz/o-briens-restaurant-chicago-2,,,,1528 N Wells St,Chicago,IL
Parrot Cage Restaurant,,23268925,http://www.yelp.com/biz/parrot-cage-restaurant-chicago,,,,7059 S South Shore Dr,Chicago,IL
Polo Café & Catering,,6173918,http://www.yelp.com/biz/polo-cafe-and-catering-bridgeport-usa-chicago,,,,3322 S Morgan St,Chicago,IL
Reggio's Pizza,,50472,http://www.yelp.com/biz/reggios-pizza-chicago-3,,http://www.grubhub.com/chicago/reggios-pizza/,,1339 S Halsted St,Chicago,IL
Ricobene's,,476132,http://www.yelp.com/biz/ricobenes-chicago-4,,http://www.grubhub.com/chicago/ricobenes/,,252 W 26th St,Chicago,IL
Robinson's No.1 Ribs,,1282202,http://www.yelp.com/biz/robinsons-1-ribs-inc-chicago,,http://www.grubhub.com/chicago/robinsons-no-1-ribs/,,225 S Canal St,Chicago,IL
Sabor Latino,,16459299,http://www.yelp.com/biz/sabor-latino-chicago,,,,3808 W North Ave,Chicago,IL
The Smoke Daddy,,9179,http://www.yelp.com/biz/the-smoke-daddy-chicago,,http://www.grubhub.com/chicago/smoke-daddy/,,1804 W Division St,Chicago,IL
Star of Siam,,42454,http://www.yelp.com/biz/star-of-siam-chicago,,http://www.grubhub.com/chicago/star-of-siam/,,11 E Illinois St,Chicago,IL
Starfruit Cafe,,416033,http://www.yelp.com/biz/starfruit-chicago-3,,,,2142 N Halsted St,Chicago,IL
Texas de Brazil,,76367,http://www.yelp.com/biz/texas-de-brazil-chicago,,,,51 E Ohio St,Chicago,IL
Timothy O'Toole's Pub,,24079,http://www.yelp.com/biz/timothy-o-tooles-chicago,,,,622 N Fairbanks Ct,Chicago,IL
Tuscany,,82424,http://www.yelp.com/biz/tuscany-restaurant-chicago,,,,1014 W Taylor St,Chicago,IL
Tutto Italiano,,620690,http://www.yelp.com/biz/tutto-italiano-chicago,,,,501 S Wells St,Chicago,IL
Vee Vee's African Cuisine,,6561530,,,,,6232 N Broadway St,Chicago,IL
Vermilion,,203163,http://www.yelp.com/biz/vermilion-chicago-2,,,,10 W Hubbard St,Chicago,IL
Vienna Beef/Gold Coast Dog,,47410,http://www.yelp.com/biz/gold-coast-dogs-chicago-3,,,,159 N Wabash St,Chicago,IL
Dominick's,,80803,,,,,255 E Grand Ave
Garrett Popcorn Shops,,171769,http://www.yelp.com/biz/garrett-popcorn-shops-chicago-8#query:garret%20popcorn%20shops
Birchwood Kitchen,,67798,http://www.yelp.com/biz/birchwood-kitchen-chicago,,,,2211 West North Ave,,,,,,www.birchwoodkitchen.com/
Belly Shack,,198427,http://www.yelp.com/biz/belly-shack-chicago-2,,,,1912 North Western Ave,,,,,,bellyshack.com/
90 Miles Cuban Café,,88435,http://www.yelp.com/biz/90-miles-cuban-cafe-chicago,,,,3101 North Clybourn Avenue,,,,,,www.90milescubancafe.com
90 Miles Cuban Café,,85762,http://www.yelp.com/biz/90-miles-cuban-cafe-chicago-2,,,,2540 W Armitage Ave,,,,,,www.90milescubancafe.com
HB,,98802,http://www.yelp.com/biz/hb-restaurant-chicago,,,,3404 North Halsted St,,,,,,homebistrochicago.com
Sabor Saveur,,203238,http://www.yelp.com/biz/sabor-saveur-chicago,,,,2013 West Division St,,,,,,www.saborsaveur.com/ 
Crisp,,52159,http://www.yelp.com/biz/crisp-chicago,,,,2940 North Broadway St,,,,,,www.crisponline.com
Arami,,5945535,http://www.yelp.com/biz/arami-chicago,,,,1829 W Chicago Ave,,,,,,www.aramichicago.com
Bistronomic,,16715614,http://www.yelp.com/biz/bistronomic-chicago,,,,840 N Wabash Ave,,,,,,www.bistronomicne
Bistro One West,,13725049,http://www.yelp.com/biz/bistro-one-west-st-charles,,,,1 W Illinois St,,,,,,www.bistro1west.com
Chicago Cut Steakhouse,,9354779,http://www.yelp.com/biz/chicago-cut-steakhouse-chicago,,,,300 N LaSalle St,,,,,,www.chicagocutsteakhouse.com
Cumin,,3619112,http://www.yelp.com/biz/cumin-chicago,,,,1414 N Milwaukee Ave,,,,,,www.cumin-chicago.com
Davanti Enoteca,,9028046,http://www.yelp.com/biz/davanti-enoteca-chicago,,,,1359 W Taylor St,,,,,,www.davantichicago.com
Due Lire,,7434148,http://www.yelp.com/biz/due-lire-vino-and-cucina-chicago,,,,4520 N Lincoln Ave,,,,,,www.due-lire.com
The Florentine,,7732881,http://www.yelp.com/biz/the-florentine-chicago,,,,151 W Adams St
Henri,,7839938,http://www.yelp.com/biz/henri-chicago,,,,18 S Michigan Ave,,,,,,www.henrichicago.com
Leopold,,14885725,http://www.yelp.com/biz/leopold-chicago,,,,1450 W Chicago Ave,,,,,,www.leopoldchicago.com
Lillie'S Q,,6606754,http://www.yelp.com/biz/lillies-q-chicago,,,,1856 W North Ave,,,,,,www.lilliesq.com
Maude'S Liquor Bar,,11349398,http://www.yelp.com/biz/maudes-liquor-bar-chicago,,,,840 W Randolph St,,,,,,www.maudesliquorbar.com
The Portage,,11056585,http://www.yelp.com/biz/the-portage-chicago-2,,,,3938 N Central Ave,,,,,,www.theportagechicago.com
Ruxbin Kitchen,,4293699,http://www.yelp.com/biz/ruxbin-chicago,,,,851 N Ashland Ave,,,,,,www.ruxbinchicago.com
Sable Kitchen & Bar,,1685777,http://www.yelp.com/biz/sable-kitchen-and-bar-chicago,,,,505 N State St,,,,,,www.sablechicago.com
Saigon Sisters,,9679349,http://www.yelp.com/biz/saigon-sisters-chicago-2,,,,567 W Lake St,,,,,,www.saigonsisters.com
Silom12,,16776779,http://www.yelp.com/biz/silom-12-chicago,,,,1846–48 N Milwaukee Ave,,,,,,www.silom12chicago.com
Vincent,,9144333,http://www.yelp.com/biz/vincent-chicago,,,,1475 W Balmoral Ave,,,,,,vincentchicago.com
Hubbard Inn,,15559597,http://www.yelp.com/biz/hubbard-inn-chicago-2,,,,110 W Hubbard St,,,,,,www.hubbardinn.com
Paris Club,,16003471,http://www.yelp.com/biz/paris-club-chicago,,,,59 W Hubbard St,,,,,,www.parisclubchicago.com
Del Seoul,,6799168,http://www.yelp.com/biz/del-seoul-chicago,,,,2568 N Clark St,,,,,,www.delseoul.com
Next,,4617654,http://www.yelp.com/biz/next-restaurant-chicago-2,,,,953 W Fulton Market St,,,,,,www.nextrestaurant.com
Chicago Q,,7681543,http://www.yelp.com/biz/chicago-q-chicago,,,,1160 N Dearborn St,,,,,,www.chicagoqrestaurant.com
Ryba's Fudge Shops,,3757103,http://www.yelp.com/biz/rybas-fudge-shops-chicago-2,,,,600 East Grand Ave
Lou Malnati's Pizzeria,,50036,http://www.yelp.com/biz/lou-malnatis-chicago,,,,805 S State St
Paprika,,1179314,http://www.yelp.com/biz/paprika-indian-gourmet-restaurant-chicago,,,,2547 W Lawrence Ave,,,,,,http://www.paprikachicago.com
Polka Sausage and Deli,,24282400,http://www.yelp.com/biz/polka-home-style-sausage-chicago,,,,8753 Commercial Ave,Chicago,IL
Original Rainbow Cone,,2168095,http://www.yelp.com/biz/original-rainbow-cone-chicago,,,,9233 S Western Ave,Chicago,IL